draw,policy_name,vaccine_uptake,vsly_factor,cost_factor,nmb
4,Universal (All Ages),0.8,1.6,0.6,4846811357.487711
4,All Adults (18+),0.8,1.6,0.6,21723210.780622795
4,No Vaccination,0.8,1.6,0.6,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,7453308429.7150135
5,Universal (All Ages),0.8,1.6,0.6,5756420365.116416
5,All Adults (18+),0.8,1.6,0.6,24356644.414033443
5,No Vaccination,0.8,1.6,0.6,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,8804637925.3043
6,Universal (All Ages),0.8,1.6,0.6,6884376595.428091
6,All Adults (18+),0.8,1.6,0.6,28639707.507239252
6,No Vaccination,0.8,1.6,0.6,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,7745898537.270356
7,Universal (All Ages),0.8,1.6,0.6,6108997047.893474
7,All Adults (18+),0.8,1.6,0.6,25270367.621648207
7,No Vaccination,0.8,1.6,0.6,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,6847743701.562725
8,Universal (All Ages),0.8,1.6,0.6,5405924448.609427
8,All Adults (18+),0.8,1.6,0.6,22365043.981911864
8,No Vaccination,0.8,1.6,0.6,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,6453187543.558323
9,Universal (All Ages),0.8,1.6,0.6,5167712361.273643
9,All Adults (18+),0.8,1.6,0.6,21184511.155231643
9,No Vaccination,0.8,1.6,0.6,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,7215916942.185481
10,Universal (All Ages),0.8,1.6,0.6,5753805691.386075
10,All Adults (18+),0.8,1.6,0.6,23720475.65239123
10,No Vaccination,0.8,1.6,0.6,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,6518007678.817552
1,Universal (All Ages),0.9,1.6,0.6,3371824835.6284566
1,All Adults (18+),0.9,1.6,0.6,21447507.80714475
1,No Vaccination,0.9,1.6,0.6,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,7135973585.965984
2,Universal (All Ages),0.9,1.6,0.6,3708844897.574376
2,All Adults (18+),0.9,1.6,0.6,23492842.391667087
2,No Vaccination,0.9,1.6,0.6,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,7511786853.593972
3,Universal (All Ages),0.9,1.6,0.6,4203769426.9810514
3,All Adults (18+),0.9,1.6,0.6,24537217.706257507
3,No Vaccination,0.9,1.6,0.6,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,6627599658.217064
4,Universal (All Ages),0.9,1.6,0.6,3174247585.267027
4,All Adults (18+),0.9,1.6,0.6,21723210.780622795
4,No Vaccination,0.9,1.6,0.6,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,7453308429.7150135
5,Universal (All Ages),0.9,1.6,0.6,3913848158.554925
5,All Adults (18+),0.9,1.6,0.6,24356644.414033443
5,No Vaccination,0.9,1.6,0.6,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,8804637925.3043
6,Universal (All Ages),0.9,1.6,0.6,4718543543.545414
6,All Adults (18+),0.9,1.6,0.6,28639707.507239252
6,No Vaccination,0.9,1.6,0.6,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,7745898537.270356
7,Universal (All Ages),0.9,1.6,0.6,4210004312.6579976
7,All Adults (18+),0.9,1.6,0.6,25270367.621648207
7,No Vaccination,0.9,1.6,0.6,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,6847743701.562725
8,Universal (All Ages),0.9,1.6,0.6,3727733240.7246547
8,All Adults (18+),0.9,1.6,0.6,22365043.981911864
8,No Vaccination,0.9,1.6,0.6,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,6453187543.558323
9,Universal (All Ages),0.9,1.6,0.6,3595152305.6205654
9,All Adults (18+),0.9,1.6,0.6,21184511.155231643
9,No Vaccination,0.9,1.6,0.6,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.9,1.6,0.6,7215916942.185481
10,Universal (All Ages),0.9,1.6,0.6,3992224678.958111
10,All Adults (18+),0.9,1.6,0.6,23720475.65239123
10,No Vaccination,0.9,1.6,0.6,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,6518007678.817552
1,Universal (All Ages),0.95,1.6,0.6,2563187719.64066
1,All Adults (18+),0.95,1.6,0.6,21447507.80714475
1,No Vaccination,0.95,1.6,0.6,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,7135973585.965984
2,Universal (All Ages),0.95,1.6,0.6,2824494175.981346
2,All Adults (18+),0.95,1.6,0.6,23492842.391667087
2,No Vaccination,0.95,1.6,0.6,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,7511786853.593972
3,Universal (All Ages),0.95,1.6,0.6,3289665298.8007393
3,All Adults (18+),0.95,1.6,0.6,24537217.706257507
3,No Vaccination,0.95,1.6,0.6,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,6627599658.217064
4,Universal (All Ages),0.95,1.6,0.6,2337965699.1566854
4,All Adults (18+),0.95,1.6,0.6,21723210.780622795
4,No Vaccination,0.95,1.6,0.6,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,7453308429.7150135
5,Universal (All Ages),0.95,1.6,0.6,2992562055.274181
5,All Adults (18+),0.95,1.6,0.6,24356644.414033443
5,No Vaccination,0.95,1.6,0.6,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,8804637925.3043
6,Universal (All Ages),0.95,1.6,0.6,3635627017.604078
6,All Adults (18+),0.95,1.6,0.6,28639707.507239252
6,No Vaccination,0.95,1.6,0.6,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,7745898537.270356
7,Universal (All Ages),0.95,1.6,0.6,3260507945.0402603
7,All Adults (18+),0.95,1.6,0.6,25270367.621648207
7,No Vaccination,0.95,1.6,0.6,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,6847743701.562725
8,Universal (All Ages),0.95,1.6,0.6,2888637636.7822695
8,All Adults (18+),0.95,1.6,0.6,22365043.981911864
8,No Vaccination,0.95,1.6,0.6,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,6453187543.558323
9,Universal (All Ages),0.95,1.6,0.6,2808872277.7940283
9,All Adults (18+),0.95,1.6,0.6,21184511.155231643
9,No Vaccination,0.95,1.6,0.6,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.95,1.6,0.6,7215916942.185481
10,Universal (All Ages),0.95,1.6,0.6,3111434172.7441287
10,All Adults (18+),0.95,1.6,0.6,23720475.65239123
10,No Vaccination,0.95,1.6,0.6,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,441102716.7569079
1,Universal (All Ages),0.8,0.1,1.1,-1016062731.4332056
1,All Adults (18+),0.8,0.1,1.1,15317809.254694453
1,No Vaccination,0.8,0.1,1.1,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,483287257.57141834
2,Universal (All Ages),0.8,0.1,1.1,-1084044217.9761739
2,All Adults (18+),0.8,0.1,1.1,16782360.32692238
2,No Vaccination,0.8,0.1,1.1,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,502848177.4883032
3,Universal (All Ages),0.8,0.1,1.1,-654380414.0113083
3,All Adults (18+),0.8,0.1,1.1,17467388.32347752
3,No Vaccination,0.8,0.1,1.1,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,445925682.1676208
4,Universal (All Ages),0.8,0.1,1.1,-1448165162.9369586
4,All Adults (18+),0.8,0.1,1.1,15487833.025124533
4,No Vaccination,0.8,0.1,1.1,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,499252646.60657346
5,Universal (All Ages),0.8,0.1,1.1,-1068339101.5565608
5,All Adults (18+),0.8,0.1,1.1,17342174.723705407
5,No Vaccination,0.8,0.1,1.1,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,585709330.8693682
6,Universal (All Ages),0.8,0.1,1.1,-1108093341.36433
6,All Adults (18+),0.8,0.1,1.1,20349376.3234327
6,No Vaccination,0.8,0.1,1.1,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,517555426.0181341
7,Universal (All Ages),0.8,0.1,1.1,-878361625.0314927
7,All Adults (18+),0.8,0.1,1.1,17979227.71041412
7,No Vaccination,0.8,0.1,1.1,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,458302244.8982313
8,Universal (All Ages),0.8,0.1,1.1,-766726420.3305066
8,All Adults (18+),0.8,0.1,1.1,15920093.749449857
8,No Vaccination,0.8,0.1,1.1,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,435197748.67857337
9,Universal (All Ages),0.8,0.1,1.1,-587754255.5786918
9,All Adults (18+),0.8,0.1,1.1,15114239.600116456
9,No Vaccination,0.8,0.1,1.1,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.8,0.1,1.1,487615443.6396387
10,Universal (All Ages),0.8,0.1,1.1,-702368324.9094715
10,All Adults (18+),0.8,0.1,1.1,16933721.50475017
10,No Vaccination,0.8,0.1,1.1,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,441102716.7569079
1,Universal (All Ages),0.9,0.1,1.1,-1293098181.1707287
1,All Adults (18+),0.9,0.1,1.1,15317809.254694453
1,No Vaccination,0.9,0.1,1.1,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,483287257.57141834
2,Universal (All Ages),0.9,0.1,1.1,-1383951064.906169
2,All Adults (18+),0.9,0.1,1.1,16782360.32692238
2,No Vaccination,0.9,0.1,1.1,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,502848177.4883032
3,Universal (All Ages),0.9,0.1,1.1,-906814076.7206826
3,All Adults (18+),0.9,0.1,1.1,17467388.32347752
3,No Vaccination,0.9,0.1,1.1,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,445925682.1676208
4,Universal (All Ages),0.9,0.1,1.1,-1780669061.2661378
4,All Adults (18+),0.9,0.1,1.1,15487833.025124533
4,No Vaccination,0.9,0.1,1.1,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,499252646.60657346
5,Universal (All Ages),0.9,0.1,1.1,-1371320472.5808575
5,All Adults (18+),0.9,0.1,1.1,17342174.723705407
5,No Vaccination,0.9,0.1,1.1,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,585709330.8693682
6,Universal (All Ages),0.9,0.1,1.1,-1445093887.9043164
6,All Adults (18+),0.9,0.1,1.1,20349376.3234327
6,No Vaccination,0.9,0.1,1.1,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,517555426.0181341
7,Universal (All Ages),0.9,0.1,1.1,-1163714234.8087072
7,All Adults (18+),0.9,0.1,1.1,17979227.71041412
7,No Vaccination,0.9,0.1,1.1,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,458302244.8982313
8,Universal (All Ages),0.9,0.1,1.1,-1018080377.4318706
8,All Adults (18+),0.9,0.1,1.1,15920093.749449857
8,No Vaccination,0.9,0.1,1.1,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,435197748.67857337
9,Universal (All Ages),0.9,0.1,1.1,-809134604.9488647
9,All Adults (18+),0.9,0.1,1.1,15114239.600116456
9,No Vaccination,0.9,0.1,1.1,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.9,0.1,1.1,487615443.6396387
10,Universal (All Ages),0.9,0.1,1.1,-955960720.4109441
10,All Adults (18+),0.9,0.1,1.1,16933721.50475017
10,No Vaccination,0.9,0.1,1.1,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,441102716.7569079
1,Universal (All Ages),0.95,0.1,1.1,-1431615906.0394897
1,All Adults (18+),0.95,0.1,1.1,15317809.254694453
1,No Vaccination,0.95,0.1,1.1,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,483287257.57141834
2,Universal (All Ages),0.95,0.1,1.1,-1533904488.3711662
2,All Adults (18+),0.95,0.1,1.1,16782360.32692238
2,No Vaccination,0.95,0.1,1.1,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,502848177.4883032
3,Universal (All Ages),0.95,0.1,1.1,-1033030908.0753696
3,All Adults (18+),0.95,0.1,1.1,17467388.32347752
3,No Vaccination,0.95,0.1,1.1,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,445925682.1676208
4,Universal (All Ages),0.95,0.1,1.1,-1946921010.430727
4,All Adults (18+),0.95,0.1,1.1,15487833.025124533
4,No Vaccination,0.95,0.1,1.1,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,499252646.60657346
5,Universal (All Ages),0.95,0.1,1.1,-1522811158.093006
5,All Adults (18+),0.95,0.1,1.1,17342174.723705407
5,No Vaccination,0.95,0.1,1.1,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,585709330.8693682
6,Universal (All Ages),0.95,0.1,1.1,-1613594161.1743093
6,All Adults (18+),0.95,0.1,1.1,20349376.3234327
6,No Vaccination,0.95,0.1,1.1,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,517555426.0181341
7,Universal (All Ages),0.95,0.1,1.1,-1306390539.6973143
7,All Adults (18+),0.95,0.1,1.1,17979227.71041412
7,No Vaccination,0.95,0.1,1.1,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,458302244.8982313
8,Universal (All Ages),0.95,0.1,1.1,-1143757355.9825525
8,All Adults (18+),0.95,0.1,1.1,15920093.749449857
8,No Vaccination,0.95,0.1,1.1,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,435197748.67857337
9,Universal (All Ages),0.95,0.1,1.1,-919824779.6339511
9,All Adults (18+),0.95,0.1,1.1,15114239.600116456
9,No Vaccination,0.95,0.1,1.1,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.95,0.1,1.1,487615443.6396387
10,Universal (All Ages),0.95,0.1,1.1,-1082756918.1616802
10,All Adults (18+),0.95,0.1,1.1,16933721.50475017
10,No Vaccination,0.95,0.1,1.1,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2466737704.1104555
1,Universal (All Ages),0.8,0.6,1.1,769788408.2270606
1,All Adults (18+),0.8,0.6,1.1,17361042.10551122
1,No Vaccination,0.8,0.6,1.1,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2700849367.036274
2,Universal (All Ages),0.8,0.6,1.1,871014736.4651725
2,All Adults (18+),0.8,0.6,1.1,19019187.681837283
2,No Vaccination,0.8,0.6,1.1,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2839161069.5235257
3,Universal (All Ages),0.8,0.6,1.1,1405372239.7948508
3,All Adults (18+),0.8,0.6,1.1,19823998.117737517
3,No Vaccination,0.8,0.6,1.1,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2506483674.184102
4,Universal (All Ages),0.8,0.6,1.1,368474982.6730628
4,All Adults (18+),0.8,0.6,1.1,17566292.27695729
4,No Vaccination,0.8,0.6,1.1,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2817271240.9760532
5,Universal (All Ages),0.8,0.6,1.1,975284835.8028438
5,All Adults (18+),0.8,0.6,1.1,19680331.287148084
5,No Vaccination,0.8,0.6,1.1,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,3325352195.681012
6,Universal (All Ages),0.8,0.6,1.1,1307245237.8621626
6,All Adults (18+),0.8,0.6,1.1,23112820.051368214
6,No Vaccination,0.8,0.6,1.1,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2927003129.768875
7,Universal (All Ages),0.8,0.6,1.1,1245868532.2076185
7,All Adults (18+),0.8,0.6,1.1,20409607.680825483
7,No Vaccination,0.8,0.6,1.1,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2588116063.7863965
8,Universal (All Ages),0.8,0.6,1.1,1110971417.3706734
8,All Adults (18+),0.8,0.6,1.1,18068410.49360386
8,No Vaccination,0.8,0.6,1.1,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2441194346.971823
9,Universal (All Ages),0.8,0.6,1.1,1180783182.5986414
9,All Adults (18+),0.8,0.6,1.1,17137663.451821517
9,No Vaccination,0.8,0.6,1.1,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.8,0.6,1.1,2730382609.821586
10,Universal (All Ages),0.8,0.6,1.1,1274912046.294738
10,All Adults (18+),0.8,0.6,1.1,19195972.88729719
10,No Vaccination,0.8,0.6,1.1,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2466737704.1104555
1,Universal (All Ages),0.9,0.6,1.1,19023015.24116206
1,All Adults (18+),0.9,0.6,1.1,17361042.10551122
1,No Vaccination,0.9,0.6,1.1,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2700849367.036274
2,Universal (All Ages),0.9,0.6,1.1,52492453.47429752
2,All Adults (18+),0.9,0.6,1.1,19019187.681837283
2,No Vaccination,0.9,0.6,1.1,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2839161069.5235257
3,Universal (All Ages),0.9,0.6,1.1,606551206.8711209
3,All Adults (18+),0.9,0.6,1.1,19823998.117737517
3,No Vaccination,0.9,0.6,1.1,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2506483674.184102
4,Universal (All Ages),0.9,0.6,1.1,-445926210.436393
4,All Adults (18+),0.9,0.6,1.1,17566292.27695729
4,No Vaccination,0.9,0.6,1.1,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2817271240.9760532
5,Universal (All Ages),0.9,0.6,1.1,130194533.99136734
5,All Adults (18+),0.9,0.6,1.1,19680331.287148084
5,No Vaccination,0.9,0.6,1.1,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,3325352195.681012
6,Universal (All Ages),0.9,0.6,1.1,329531597.9115734
6,All Adults (18+),0.9,0.6,1.1,23112820.051368214
6,No Vaccination,0.9,0.6,1.1,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2927003129.768875
7,Universal (All Ages),0.9,0.6,1.1,397024705.56066537
7,All Adults (18+),0.9,0.6,1.1,20409607.680825483
7,No Vaccination,0.9,0.6,1.1,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2588116063.7863965
8,Universal (All Ages),0.9,0.6,1.1,361523486.84832335
8,All Adults (18+),0.9,0.6,1.1,18068410.49360386
8,No Vaccination,0.9,0.6,1.1,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2441194346.971823
9,Universal (All Ages),0.9,0.6,1.1,490265668.53748655
9,All Adults (18+),0.9,0.6,1.1,17137663.451821517
9,No Vaccination,0.9,0.6,1.1,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.9,0.6,1.1,2730382609.821586
10,Universal (All Ages),0.9,0.6,1.1,496809574.20597935
10,All Adults (18+),0.9,0.6,1.1,19195972.88729719
10,No Vaccination,0.9,0.6,1.1,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2466737704.1104555
1,Universal (All Ages),0.95,0.6,1.1,-356359681.25178695
1,All Adults (18+),0.95,0.6,1.1,17361042.10551122
1,No Vaccination,0.95,0.6,1.1,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2700849367.036274
2,Universal (All Ages),0.95,0.6,1.1,-356768688.0211394
2,All Adults (18+),0.95,0.6,1.1,19019187.681837283
2,No Vaccination,0.95,0.6,1.1,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2839161069.5235257
3,Universal (All Ages),0.95,0.6,1.1,207140690.40925598
3,All Adults (18+),0.95,0.6,1.1,19823998.117737517
3,No Vaccination,0.95,0.6,1.1,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2506483674.184102
4,Universal (All Ages),0.95,0.6,1.1,-853126806.9911208
4,All Adults (18+),0.95,0.6,1.1,17566292.27695729
4,No Vaccination,0.95,0.6,1.1,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2817271240.9760532
5,Universal (All Ages),0.95,0.6,1.1,-292350616.9143708
5,All Adults (18+),0.95,0.6,1.1,19680331.287148084
5,No Vaccination,0.95,0.6,1.1,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,3325352195.681012
6,Universal (All Ages),0.95,0.6,1.1,-159325222.06372046
6,All Adults (18+),0.95,0.6,1.1,23112820.051368214
6,No Vaccination,0.95,0.6,1.1,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2927003129.768875
7,Universal (All Ages),0.95,0.6,1.1,-27397207.76281023
7,All Adults (18+),0.95,0.6,1.1,20409607.680825483
7,No Vaccination,0.95,0.6,1.1,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2588116063.7863965
8,Universal (All Ages),0.95,0.6,1.1,-13200478.412851095
8,All Adults (18+),0.95,0.6,1.1,18068410.49360386
8,No Vaccination,0.95,0.6,1.1,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2441194346.971823
9,Universal (All Ages),0.95,0.6,1.1,145006911.50690937
9,All Adults (18+),0.95,0.6,1.1,17137663.451821517
9,No Vaccination,0.95,0.6,1.1,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.95,0.6,1.1,2730382609.821586
10,Universal (All Ages),0.95,0.6,1.1,107758338.16160059
10,All Adults (18+),0.95,0.6,1.1,19195972.88729719
10,No Vaccination,0.95,0.6,1.1,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,4492372691.4640045
1,Universal (All Ages),0.8,1.1,1.1,2555639547.887327
1,All Adults (18+),0.8,1.1,1.1,19404274.956327982
1,No Vaccination,0.8,1.1,1.1,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,4918411476.501129
2,Universal (All Ages),0.8,1.1,1.1,2826073690.90652
2,All Adults (18+),0.8,1.1,1.1,21256015.036752183
2,No Vaccination,0.8,1.1,1.1,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,5175473961.558749
3,Universal (All Ages),0.8,1.1,1.1,3465124893.60101
3,All Adults (18+),0.8,1.1,1.1,22180607.911997512
3,No Vaccination,0.8,1.1,1.1,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,4567041666.200583
4,Universal (All Ages),0.8,1.1,1.1,2185115128.283085
4,All Adults (18+),0.8,1.1,1.1,19644751.52879004
4,No Vaccination,0.8,1.1,1.1,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,5135289835.345533
5,Universal (All Ages),0.8,1.1,1.1,3018908773.1622486
5,All Adults (18+),0.8,1.1,1.1,22018487.85059076
5,No Vaccination,0.8,1.1,1.1,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,6064995060.492657
6,Universal (All Ages),0.8,1.1,1.1,3722583817.0886555
6,All Adults (18+),0.8,1.1,1.1,25876263.779303737
6,No Vaccination,0.8,1.1,1.1,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,5336450833.519616
7,Universal (All Ages),0.8,1.1,1.1,3370098689.4467306
7,All Adults (18+),0.8,1.1,1.1,22839987.651236847
7,No Vaccination,0.8,1.1,1.1,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,4717929882.674561
8,Universal (All Ages),0.8,1.1,1.1,2988669255.0718536
8,All Adults (18+),0.8,1.1,1.1,20216727.23775786
8,No Vaccination,0.8,1.1,1.1,12969004486.61854
9,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,4447190945.265073
9,Universal (All Ages),0.8,1.1,1.1,2949320620.7759748
9,All Adults (18+),0.8,1.1,1.1,19161087.30352658
9,No Vaccination,0.8,1.1,1.1,12226558050.793072
10,JCVI Spring 2025 (75+ only),0.8,1.1,1.1,4973149776.003534
10,Universal (All Ages),0.8,1.1,1.1,3252192417.498947
10,All Adults (18+),0.8,1.1,1.1,21458224.26984421
10,No Vaccination,0.8,1.1,1.1,13673092806.9073
1,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,4492372691.4640045
1,Universal (All Ages),0.9,1.1,1.1,1331144211.6530523
1,All Adults (18+),0.9,1.1,1.1,19404274.956327982
1,No Vaccination,0.9,1.1,1.1,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,4918411476.501129
2,Universal (All Ages),0.9,1.1,1.1,1488935971.8547645
2,All Adults (18+),0.9,1.1,1.1,21256015.036752183
2,No Vaccination,0.9,1.1,1.1,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,5175473961.558749
3,Universal (All Ages),0.9,1.1,1.1,2119916490.4629238
3,All Adults (18+),0.9,1.1,1.1,22180607.911997512
3,No Vaccination,0.9,1.1,1.1,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,4567041666.200583
4,Universal (All Ages),0.9,1.1,1.1,888816640.3933516
4,All Adults (18+),0.9,1.1,1.1,19644751.52879004
4,No Vaccination,0.9,1.1,1.1,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,5135289835.345533
5,Universal (All Ages),0.9,1.1,1.1,1631709540.5635924
5,All Adults (18+),0.9,1.1,1.1,22018487.85059076
5,No Vaccination,0.9,1.1,1.1,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,6064995060.492657
6,Universal (All Ages),0.9,1.1,1.1,2104157083.7274637
6,All Adults (18+),0.9,1.1,1.1,25876263.779303737
6,No Vaccination,0.9,1.1,1.1,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,5336450833.519616
7,Universal (All Ages),0.9,1.1,1.1,1957763645.9300392
7,All Adults (18+),0.9,1.1,1.1,22839987.651236847
7,No Vaccination,0.9,1.1,1.1,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,4717929882.674561
8,Universal (All Ages),0.9,1.1,1.1,1741127351.128518
8,All Adults (18+),0.9,1.1,1.1,20216727.23775786
8,No Vaccination,0.9,1.1,1.1,12969004486.61854
9,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,4447190945.265073
9,Universal (All Ages),0.9,1.1,1.1,1789665942.0238383
9,All Adults (18+),0.9,1.1,1.1,19161087.30352658
9,No Vaccination,0.9,1.1,1.1,12226558050.793072
10,JCVI Spring 2025 (75+ only),0.9,1.1,1.1,4973149776.003534
10,Universal (All Ages),0.9,1.1,1.1,1949579868.822903
10,All Adults (18+),0.9,1.1,1.1,21458224.26984421
10,No Vaccination,0.9,1.1,1.1,13673092806.9073
1,JCVI Spring 2025 (75+ only),0.95,1.1,1.1,4492372691.4640045
1,Universal (All Ages),0.95,1.1,1.1,718896543.5359154
