draw,policy_name,vaccine_uptake,vsly_factor,cost_factor,nmb
7,JCVI Spring 2025 (75+ only),0.9,1.6,0.1,7745898537.270356
7,Universal (All Ages),0.9,1.6,0.1,4901506039.016583
7,All Adults (18+),0.9,1.6,0.1,25270367.621648207
7,No Vaccination,0.9,1.6,0.1,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.9,1.6,0.1,6847743701.562725
8,Universal (All Ages),0.9,1.6,0.1,4334735266.040598
8,All Adults (18+),0.9,1.6,0.1,22365043.981911864
8,No Vaccination,0.9,1.6,0.1,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.9,1.6,0.1,6453187543.558323
9,Universal (All Ages),0.9,1.6,0.1,4101238395.7309422
9,All Adults (18+),0.9,1.6,0.1,21184511.155231643
9,No Vaccination,0.9,1.6,0.1,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.9,1.6,0.1,7215916942.185481
10,Universal (All Ages),0.9,1.6,0.1,4582099194.476394
10,All Adults (18+),0.9,1.6,0.1,23720475.65239123
10,No Vaccination,0.9,1.6,0.1,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,6518007678.817552
1,Universal (All Ages),0.95,1.6,0.1,3332222670.9577017
1,All Adults (18+),0.95,1.6,0.1,21447507.80714475
1,No Vaccination,0.95,1.6,0.1,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,7135973585.965984
2,Universal (All Ages),0.95,1.6,0.1,3651485439.2837777
2,All Adults (18+),0.95,1.6,0.1,23492842.391667087
2,No Vaccination,0.95,1.6,0.1,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,7511786853.593972
3,Universal (All Ages),0.95,1.6,0.1,3891846710.222972
3,All Adults (18+),0.95,1.6,0.1,24537217.706257507
3,No Vaccination,0.95,1.6,0.1,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,6627599658.217064
4,Universal (All Ages),0.95,1.6,0.1,3341469798.4252787
4,All Adults (18+),0.95,1.6,0.1,21723210.780622795
4,No Vaccination,0.95,1.6,0.1,18227321535.25319
5,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,7453308429.7150135
5,Universal (All Ages),0.95,1.6,0.1,3816553645.105461
5,All Adults (18+),0.95,1.6,0.1,24356644.414033443
5,No Vaccination,0.95,1.6,0.1,20496998017.60834
6,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,8804637925.3043
6,Universal (All Ages),0.95,1.6,0.1,4522041379.050699
6,All Adults (18+),0.95,1.6,0.1,28639707.507239252
6,No Vaccination,0.95,1.6,0.1,24211041010.4895
7,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,7745898537.270356
7,Universal (All Ages),0.95,1.6,0.1,3990426433.9743233
7,All Adults (18+),0.95,1.6,0.1,25270367.621648207
7,No Vaccination,0.95,1.6,0.1,21300938929.77729
8,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,6847743701.562725
8,Universal (All Ages),0.95,1.6,0.1,3529361996.837987
8,All Adults (18+),0.95,1.6,0.1,22365043.981911864
8,No Vaccination,0.95,1.6,0.1,18831454111.68761
9,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,6453187543.558323
9,Universal (All Ages),0.95,1.6,0.1,3343074261.799426
9,All Adults (18+),0.95,1.6,0.1,21184511.155231643
9,No Vaccination,0.95,1.6,0.1,17748192806.49826
10,JCVI Spring 2025 (75+ only),0.95,1.6,0.1,7215916942.185481
10,Universal (All Ages),0.95,1.6,0.1,3734079494.6800942
10,All Adults (18+),0.95,1.6,0.1,23720475.65239123
10,No Vaccination,0.95,1.6,0.1,19846453790.8098
1,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,441102716.7569079
1,Universal (All Ages),0.8,0.1,0.6,-368454351.3767491
1,All Adults (18+),0.8,0.1,0.6,15317809.254694453
1,No Vaccination,0.8,0.1,0.6,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,483287257.57141834
2,Universal (All Ages),0.8,0.1,0.6,-387630522.5635997
2,All Adults (18+),0.8,0.1,0.6,16782360.32692238
2,No Vaccination,0.8,0.1,0.6,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,502848177.4883032
3,Universal (All Ages),0.8,0.1,0.6,-147280278.07679653
3,All Adults (18+),0.8,0.1,0.6,17467388.32347752
3,No Vaccination,0.8,0.1,0.6,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,445925682.1676208
4,Universal (All Ages),0.8,0.1,0.6,-603109079.3423533
4,All Adults (18+),0.8,0.1,0.6,15487833.025124533
4,No Vaccination,0.8,0.1,0.6,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,499252646.60657346
5,Universal (All Ages),0.8,0.1,0.6,-374451446.96179795
5,All Adults (18+),0.8,0.1,0.6,17342174.723705407
5,No Vaccination,0.8,0.1,0.6,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,585709330.8693682
6,Universal (All Ages),0.8,0.1,0.6,-361639142.25138575
6,All Adults (18+),0.8,0.1,0.6,20349376.3234327
6,No Vaccination,0.8,0.1,0.6,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,517555426.0181341
7,Universal (All Ages),0.8,0.1,0.6,-263693423.82386076
7,All Adults (18+),0.8,0.1,0.6,17979227.71041412
7,No Vaccination,0.8,0.1,0.6,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,458302244.8982313
8,Universal (All Ages),0.8,0.1,0.6,-227169064.49411255
8,All Adults (18+),0.8,0.1,0.6,15920093.749449857
8,No Vaccination,0.8,0.1,0.6,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,435197748.67857337
9,Universal (All Ages),0.8,0.1,0.6,-137899953.25835717
9,All Adults (18+),0.8,0.1,0.6,15114239.600116456
9,No Vaccination,0.8,0.1,0.6,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.8,0.1,0.6,487615443.6396387
10,Universal (All Ages),0.8,0.1,0.6,-178035422.22655278
10,All Adults (18+),0.8,0.1,0.6,16933721.50475017
10,No Vaccination,0.8,0.1,0.6,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,441102716.7569079
1,Universal (All Ages),0.9,0.1,0.6,-564538753.607215
1,All Adults (18+),0.9,0.1,0.6,15317809.254694453
1,No Vaccination,0.9,0.1,0.6,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,483287257.57141834
2,Universal (All Ages),0.9,0.1,0.6,-600485657.567023
2,All Adults (18+),0.9,0.1,0.6,16782360.32692238
2,No Vaccination,0.9,0.1,0.6,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,502848177.4883032
3,Universal (All Ages),0.9,0.1,0.6,-336326423.79435694
3,All Adults (18+),0.9,0.1,0.6,17467388.32347752
3,No Vaccination,0.9,0.1,0.6,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,445925682.1676208
4,Universal (All Ages),0.9,0.1,0.6,-829980967.2222071
4,All Adults (18+),0.9,0.1,0.6,15487833.025124533
4,No Vaccination,0.9,0.1,0.6,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,499252646.60657346
5,Universal (All Ages),0.9,0.1,0.6,-590696861.1617495
5,All Adults (18+),0.9,0.1,0.6,17342174.723705407
5,No Vaccination,0.9,0.1,0.6,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,585709330.8693682
6,Universal (All Ages),0.9,0.1,0.6,-605332913.9022541
6,All Adults (18+),0.9,0.1,0.6,20349376.3234327
6,No Vaccination,0.9,0.1,0.6,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,517555426.0181341
7,Universal (All Ages),0.9,0.1,0.6,-472212508.4501214
7,All Adults (18+),0.9,0.1,0.6,17979227.71041412
7,No Vaccination,0.9,0.1,0.6,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,458302244.8982313
8,Universal (All Ages),0.9,0.1,0.6,-411078352.1159272
8,All Adults (18+),0.9,0.1,0.6,15920093.749449857
8,No Vaccination,0.9,0.1,0.6,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,435197748.67857337
9,Universal (All Ages),0.9,0.1,0.6,-303048514.8384883
9,All Adults (18+),0.9,0.1,0.6,15114239.600116456
9,No Vaccination,0.9,0.1,0.6,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.9,0.1,0.6,487615443.6396387
10,Universal (All Ages),0.9,0.1,0.6,-366086204.89266074
10,All Adults (18+),0.9,0.1,0.6,16933721.50475017
10,No Vaccination,0.9,0.1,0.6,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,441102716.7569079
1,Universal (All Ages),0.95,0.1,0.6,-662580954.722448
1,All Adults (18+),0.95,0.1,0.6,15317809.254694453
1,No Vaccination,0.95,0.1,0.6,1200220866.4669795
2,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,483287257.57141834
2,Universal (All Ages),0.95,0.1,0.6,-706913225.0687345
2,All Adults (18+),0.95,0.1,0.6,16782360.32692238
2,No Vaccination,0.95,0.1,0.6,1315210557.4637864
3,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,502848177.4883032
3,Universal (All Ages),0.95,0.1,0.6,-430849496.653137
3,All Adults (18+),0.95,0.1,0.6,17467388.32347752
3,No Vaccination,0.95,0.1,0.6,1365088887.663687
4,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,445925682.1676208
4,Universal (All Ages),0.95,0.1,0.6,-943416911.1621338
4,All Adults (18+),0.95,0.1,0.6,15487833.025124533
4,No Vaccination,0.95,0.1,0.6,1211866023.6964765
5,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,499252646.60657346
5,Universal (All Ages),0.95,0.1,0.6,-698819568.2617251
5,All Adults (18+),0.95,0.1,0.6,17342174.723705407
5,No Vaccination,0.95,0.1,0.6,1355511866.6378138
6,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,585709330.8693682
6,Universal (All Ages),0.95,0.1,0.6,-727179799.7276882
6,All Adults (18+),0.95,0.1,0.6,20349376.3234327
6,No Vaccination,0.95,0.1,0.6,1587911030.9555619
7,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,517555426.0181341
7,Universal (All Ages),0.95,0.1,0.6,-576472050.7632517
7,All Adults (18+),0.95,0.1,0.6,17979227.71041412
7,No Vaccination,0.95,0.1,0.6,1404459253.1862254
8,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,458302244.8982313
8,Universal (All Ages),0.95,0.1,0.6,-503032995.92683446
8,All Adults (18+),0.95,0.1,0.6,15920093.749449857
8,No Vaccination,0.95,0.1,0.6,1244105236.4804046
9,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,435197748.67857337
9,Universal (All Ages),0.95,0.1,0.6,-385622795.62855375
9,All Adults (18+),0.95,0.1,0.6,15114239.600116456
9,No Vaccination,0.95,0.1,0.6,1183288539.3826919
10,JCVI Spring 2025 (75+ only),0.95,0.1,0.6,487615443.6396387
10,Universal (All Ages),0.95,0.1,0.6,-460111596.22571456
10,All Adults (18+),0.95,0.1,0.6,16933721.50475017
10,No Vaccination,0.95,0.1,0.6,1326370839.1023107
1,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2466737704.1104555
1,Universal (All Ages),0.8,0.6,0.6,1417396788.283517
1,All Adults (18+),0.8,0.6,0.6,17361042.10551122
1,No Vaccination,0.8,0.6,0.6,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2700849367.036274
2,Universal (All Ages),0.8,0.6,0.6,1567428431.8777466
2,All Adults (18+),0.8,0.6,0.6,19019187.681837283
2,No Vaccination,0.8,0.6,0.6,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2839161069.5235257
3,Universal (All Ages),0.8,0.6,0.6,1912472375.7293625
3,All Adults (18+),0.8,0.6,0.6,19823998.117737517
3,No Vaccination,0.8,0.6,0.6,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2506483674.184102
4,Universal (All Ages),0.8,0.6,0.6,1213531066.267668
4,All Adults (18+),0.8,0.6,0.6,17566292.27695729
4,No Vaccination,0.8,0.6,0.6,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2817271240.9760532
5,Universal (All Ages),0.8,0.6,0.6,1669172490.3976066
5,All Adults (18+),0.8,0.6,0.6,19680331.287148084
5,No Vaccination,0.8,0.6,0.6,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,3325352195.681012
6,Universal (All Ages),0.8,0.6,0.6,2053699436.9751067
6,All Adults (18+),0.8,0.6,0.6,23112820.051368214
6,No Vaccination,0.8,0.6,0.6,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2927003129.768875
7,Universal (All Ages),0.8,0.6,0.6,1860536733.4152503
7,All Adults (18+),0.8,0.6,0.6,20409607.680825483
7,No Vaccination,0.8,0.6,0.6,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2588116063.7863965
8,Universal (All Ages),0.8,0.6,0.6,1650528773.2070675
8,All Adults (18+),0.8,0.6,0.6,18068410.49360386
8,No Vaccination,0.8,0.6,0.6,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2441194346.971823
9,Universal (All Ages),0.8,0.6,0.6,1630637484.9189763
9,All Adults (18+),0.8,0.6,0.6,17137663.451821517
9,No Vaccination,0.8,0.6,0.6,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.8,0.6,0.6,2730382609.821586
10,Universal (All Ages),0.8,0.6,0.6,1799244948.9776568
10,All Adults (18+),0.8,0.6,0.6,19195972.88729719
10,No Vaccination,0.8,0.6,0.6,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2466737704.1104555
1,Universal (All Ages),0.9,0.6,0.6,747582442.8046757
1,All Adults (18+),0.9,0.6,0.6,17361042.10551122
1,No Vaccination,0.9,0.6,0.6,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2700849367.036274
2,Universal (All Ages),0.9,0.6,0.6,835957860.8134434
2,All Adults (18+),0.9,0.6,0.6,19019187.681837283
2,No Vaccination,0.9,0.6,0.6,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2839161069.5235257
3,Universal (All Ages),0.9,0.6,0.6,1177038859.7974467
3,All Adults (18+),0.9,0.6,0.6,19823998.117737517
3,No Vaccination,0.9,0.6,0.6,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2506483674.184102
4,Universal (All Ages),0.9,0.6,0.6,504761883.60753775
4,All Adults (18+),0.9,0.6,0.6,17566292.27695729
4,No Vaccination,0.9,0.6,0.6,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2817271240.9760532
5,Universal (All Ages),0.9,0.6,0.6,910818145.4104754
5,All Adults (18+),0.9,0.6,0.6,19680331.287148084
5,No Vaccination,0.9,0.6,0.6,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,3325352195.681012
6,Universal (All Ages),0.9,0.6,0.6,1169292571.9136357
6,All Adults (18+),0.9,0.6,0.6,23112820.051368214
6,No Vaccination,0.9,0.6,0.6,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2927003129.768875
7,Universal (All Ages),0.9,0.6,0.6,1088526431.919251
7,All Adults (18+),0.9,0.6,0.6,20409607.680825483
7,No Vaccination,0.9,0.6,0.6,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2588116063.7863965
8,Universal (All Ages),0.9,0.6,0.6,968525512.1642667
8,All Adults (18+),0.9,0.6,0.6,18068410.49360386
8,No Vaccination,0.9,0.6,0.6,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2441194346.971823
9,Universal (All Ages),0.9,0.6,0.6,996351758.6478629
9,All Adults (18+),0.9,0.6,0.6,17137663.451821517
9,No Vaccination,0.9,0.6,0.6,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.9,0.6,0.6,2730382609.821586
10,Universal (All Ages),0.9,0.6,0.6,1086684089.7242627
10,All Adults (18+),0.9,0.6,0.6,19195972.88729719
10,No Vaccination,0.9,0.6,0.6,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2466737704.1104555
1,Universal (All Ages),0.95,0.6,0.6,412675270.0652549
1,All Adults (18+),0.95,0.6,0.6,17361042.10551122
1,No Vaccination,0.95,0.6,0.6,6775911552.114255
2,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2700849367.036274
2,Universal (All Ages),0.95,0.6,0.6,470222575.2812923
2,All Adults (18+),0.95,0.6,0.6,19019187.681837283
2,No Vaccination,0.95,0.6,0.6,7419193000.392172
3,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2839161069.5235257
3,Universal (All Ages),0.95,0.6,0.6,809322101.8314885
3,All Adults (18+),0.95,0.6,0.6,19823998.117737517
3,No Vaccination,0.95,0.6,0.6,7795940503.184694
4,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2506483674.184102
4,Universal (All Ages),0.95,0.6,0.6,150377292.2774725
4,All Adults (18+),0.95,0.6,0.6,17566292.27695729
4,No Vaccination,0.95,0.6,0.6,6883684527.548715
5,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2817271240.9760532
5,Universal (All Ages),0.95,0.6,0.6,531640972.91691005
5,All Adults (18+),0.95,0.6,0.6,19680331.287148084
5,No Vaccination,0.95,0.6,0.6,7736007250.294657
6,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,3325352195.681012
6,Universal (All Ages),0.95,0.6,0.6,727089139.3829007
6,All Adults (18+),0.95,0.6,0.6,23112820.051368214
6,No Vaccination,0.95,0.6,0.6,9128954357.466875
7,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2927003129.768875
7,Universal (All Ages),0.95,0.6,0.6,702521281.1712524
7,All Adults (18+),0.95,0.6,0.6,20409607.680825483
7,No Vaccination,0.95,0.6,0.6,8036619145.383246
8,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2588116063.7863965
8,Universal (All Ages),0.95,0.6,0.6,627523881.6428668
8,All Adults (18+),0.95,0.6,0.6,18068410.49360386
8,No Vaccination,0.95,0.6,0.6,7106554861.549473
9,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2441194346.971823
9,Universal (All Ages),0.95,0.6,0.6,679208895.5123067
9,All Adults (18+),0.95,0.6,0.6,17137663.451821517
9,No Vaccination,0.95,0.6,0.6,6704923295.087882
10,JCVI Spring 2025 (75+ only),0.95,0.6,0.6,2730382609.821586
10,Universal (All Ages),0.95,0.6,0.6,730403660.0975664
10,All Adults (18+),0.95,0.6,0.6,19195972.88729719
10,No Vaccination,0.95,0.6,0.6,7499731823.0048065
1,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,4492372691.4640045
1,Universal (All Ages),0.8,1.1,0.6,3203247927.9437838
1,All Adults (18+),0.8,1.1,0.6,19404274.956327982
1,No Vaccination,0.8,1.1,0.6,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,4918411476.501129
2,Universal (All Ages),0.8,1.1,0.6,3522487386.3190937
2,All Adults (18+),0.8,1.1,0.6,21256015.036752183
2,No Vaccination,0.8,1.1,0.6,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,5175473961.558749
3,Universal (All Ages),0.8,1.1,0.6,3972225029.5355215
3,All Adults (18+),0.8,1.1,0.6,22180607.911997512
3,No Vaccination,0.8,1.1,0.6,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,4567041666.200583
4,Universal (All Ages),0.8,1.1,0.6,3030171211.8776903
4,All Adults (18+),0.8,1.1,0.6,19644751.52879004
4,No Vaccination,0.8,1.1,0.6,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,5135289835.345533
5,Universal (All Ages),0.8,1.1,0.6,3712796427.7570114
5,All Adults (18+),0.8,1.1,0.6,22018487.85059076
5,No Vaccination,0.8,1.1,0.6,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,6064995060.492657
6,Universal (All Ages),0.8,1.1,0.6,4469038016.2016
6,All Adults (18+),0.8,1.1,0.6,25876263.779303737
6,No Vaccination,0.8,1.1,0.6,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,5336450833.519616
7,Universal (All Ages),0.8,1.1,0.6,3984766890.654362
7,All Adults (18+),0.8,1.1,0.6,22839987.651236847
7,No Vaccination,0.8,1.1,0.6,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,4717929882.674561
8,Universal (All Ages),0.8,1.1,0.6,3528226610.9082475
8,All Adults (18+),0.8,1.1,0.6,20216727.23775786
8,No Vaccination,0.8,1.1,0.6,12969004486.61854
9,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,4447190945.265073
9,Universal (All Ages),0.8,1.1,0.6,3399174923.0963097
9,All Adults (18+),0.8,1.1,0.6,19161087.30352658
9,No Vaccination,0.8,1.1,0.6,12226558050.793072
10,JCVI Spring 2025 (75+ only),0.8,1.1,0.6,4973149776.003534
10,Universal (All Ages),0.8,1.1,0.6,3776525320.181866
10,All Adults (18+),0.8,1.1,0.6,21458224.26984421
10,No Vaccination,0.8,1.1,0.6,13673092806.9073
1,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,4492372691.4640045
1,Universal (All Ages),0.9,1.1,0.6,2059703639.216566
1,All Adults (18+),0.9,1.1,0.6,19404274.956327982
1,No Vaccination,0.9,1.1,0.6,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,4918411476.501129
2,Universal (All Ages),0.9,1.1,0.6,2272401379.1939106
2,All Adults (18+),0.9,1.1,0.6,21256015.036752183
2,No Vaccination,0.9,1.1,0.6,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,5175473961.558749
3,Universal (All Ages),0.9,1.1,0.6,2690404143.3892493
3,All Adults (18+),0.9,1.1,0.6,22180607.911997512
3,No Vaccination,0.9,1.1,0.6,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,4567041666.200583
4,Universal (All Ages),0.9,1.1,0.6,1839504734.4372823
4,All Adults (18+),0.9,1.1,0.6,19644751.52879004
4,No Vaccination,0.9,1.1,0.6,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,5135289835.345533
5,Universal (All Ages),0.9,1.1,0.6,2412333151.9827003
5,All Adults (18+),0.9,1.1,0.6,22018487.85059076
5,No Vaccination,0.9,1.1,0.6,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,6064995060.492657
6,Universal (All Ages),0.9,1.1,0.6,2943918057.729526
6,All Adults (18+),0.9,1.1,0.6,25876263.779303737
6,No Vaccination,0.9,1.1,0.6,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,5336450833.519616
7,Universal (All Ages),0.9,1.1,0.6,2649265372.288625
7,All Adults (18+),0.9,1.1,0.6,22839987.651236847
7,No Vaccination,0.9,1.1,0.6,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,4717929882.674561
8,Universal (All Ages),0.9,1.1,0.6,2348129376.4444613
8,All Adults (18+),0.9,1.1,0.6,20216727.23775786
8,No Vaccination,0.9,1.1,0.6,12969004486.61854
9,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,4447190945.265073
9,Universal (All Ages),0.9,1.1,0.6,2295752032.1342144
9,All Adults (18+),0.9,1.1,0.6,19161087.30352658
9,No Vaccination,0.9,1.1,0.6,12226558050.793072
10,JCVI Spring 2025 (75+ only),0.9,1.1,0.6,4973149776.003534
10,Universal (All Ages),0.9,1.1,0.6,2539454384.3411865
10,All Adults (18+),0.9,1.1,0.6,21458224.26984421
10,No Vaccination,0.9,1.1,0.6,13673092806.9073
1,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,4492372691.4640045
1,Universal (All Ages),0.95,1.1,0.6,1487931494.8529572
1,All Adults (18+),0.95,1.1,0.6,19404274.956327982
1,No Vaccination,0.95,1.1,0.6,12351602237.761532
2,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,4918411476.501129
2,Universal (All Ages),0.95,1.1,0.6,1647358375.631319
2,All Adults (18+),0.95,1.1,0.6,21256015.036752183
2,No Vaccination,0.95,1.1,0.6,13523175443.320559
3,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,5175473961.558749
3,Universal (All Ages),0.95,1.1,0.6,2049493700.316114
3,All Adults (18+),0.95,1.1,0.6,22180607.911997512
3,No Vaccination,0.95,1.1,0.6,14226792118.705702
4,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,4567041666.200583
4,Universal (All Ages),0.95,1.1,0.6,1244171495.7170792
4,All Adults (18+),0.95,1.1,0.6,19644751.52879004
4,No Vaccination,0.95,1.1,0.6,12555503031.400953
5,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,5135289835.345533
5,Universal (All Ages),0.95,1.1,0.6,1762101514.0955458
5,All Adults (18+),0.95,1.1,0.6,22018487.85059076
5,No Vaccination,0.95,1.1,0.6,14116502633.9515
6,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,6064995060.492657
6,Universal (All Ages),0.95,1.1,0.6,2181358078.49349
6,All Adults (18+),0.95,1.1,0.6,25876263.779303737
6,No Vaccination,0.95,1.1,0.6,16669997683.97819
7,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,5336450833.519616
7,Universal (All Ages),0.95,1.1,0.6,1981514613.1057563
7,All Adults (18+),0.95,1.1,0.6,22839987.651236847
7,No Vaccination,0.95,1.1,0.6,14668779037.580267
8,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,4717929882.674561
8,Universal (All Ages),0.95,1.1,0.6,1758080759.2125683
8,All Adults (18+),0.95,1.1,0.6,20216727.23775786
8,No Vaccination,0.95,1.1,0.6,12969004486.61854
9,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,4447190945.265073
9,Universal (All Ages),0.95,1.1,0.6,1744040586.653168
9,All Adults (18+),0.95,1.1,0.6,19161087.30352658
9,No Vaccination,0.95,1.1,0.6,12226558050.793072
10,JCVI Spring 2025 (75+ only),0.95,1.1,0.6,4973149776.003534
10,Universal (All Ages),0.95,1.1,0.6,1920918916.420848
10,All Adults (18+),0.95,1.1,0.6,21458224.26984421
10,No Vaccination,0.95,1.1,0.6,13673092806.9073
1,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,6518007678.817552
1,Universal (All Ages),0.8,1.6,0.6,4989099067.604051
1,All Adults (18+),0.8,1.6,0.6,21447507.80714475
1,No Vaccination,0.8,1.6,0.6,17927292923.408806
2,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,7135973585.965984
2,Universal (All Ages),0.8,1.6,0.6,5477546340.76044
2,All Adults (18+),0.8,1.6,0.6,23492842.391667087
2,No Vaccination,0.8,1.6,0.6,19627157886.248943
3,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,7511786853.593972
3,Universal (All Ages),0.8,1.6,0.6,6031977683.34168
3,All Adults (18+),0.8,1.6,0.6,24537217.706257507
3,No Vaccination,0.8,1.6,0.6,20657643734.22671
4,JCVI Spring 2025 (75+ only),0.8,1.6,0.6,6627599658.217064
