policy_name,vaccine_uptake,infection_rate,vaccine_efficacy,vsly_factor,cost_factor,nmb
Universal (All Ages),0.9,0.0361,central,1.7000000000000002,0.5,4118388529.4745626
All Adults (18+),0.9,0.0361,central,1.7000000000000002,0.5,23565262.44547518
No Vaccination,0.9,0.0361,central,1.7000000000000002,0.5,20632534493.92977
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.7000000000000002,0.5,7501941454.422153
Universal (All Ages),0.95,0.0361,central,1.7000000000000002,0.5,3200935975.8937182
All Adults (18+),0.95,0.0361,central,1.7000000000000002,0.5,23565262.44547518
No Vaccination,0.95,0.0361,central,1.7000000000000002,0.5,20632534493.92977
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.8000000000000003,0.5,7941164553.02441
Universal (All Ages),0.8,0.0361,central,1.8000000000000003,0.5,6340523851.408924
All Adults (18+),0.8,0.0361,central,1.8000000000000003,0.5,24008301.32933359
No Vaccination,0.8,0.0361,central,1.8000000000000003,0.5,21841524344.06919
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.8000000000000003,0.5,7941164553.02441
Universal (All Ages),0.9,0.0361,central,1.8000000000000003,0.5,4402898789.82639
All Adults (18+),0.9,0.0361,central,1.8000000000000003,0.5,24008301.32933359
No Vaccination,0.9,0.0361,central,1.8000000000000003,0.5,21841524344.06919
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.8000000000000003,0.5,7941164553.02441
Universal (All Ages),0.95,0.0361,central,1.8000000000000003,0.5,3434086259.035125
All Adults (18+),0.95,0.0361,central,1.8000000000000003,0.5,24008301.32933359
No Vaccination,0.95,0.0361,central,1.8000000000000003,0.5,21841524344.06919
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.9000000000000001,0.5,8380387651.626666
Universal (All Ages),0.8,0.0361,central,1.9000000000000001,0.5,6727754066.181597
All Adults (18+),0.8,0.0361,central,1.9000000000000001,0.5,24451340.213192
No Vaccination,0.8,0.0361,central,1.9000000000000001,0.5,23050514194.208614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.9000000000000001,0.5,8380387651.626666
Universal (All Ages),0.9,0.0361,central,1.9000000000000001,0.5,4687409050.178219
All Adults (18+),0.9,0.0361,central,1.9000000000000001,0.5,24451340.213192
No Vaccination,0.9,0.0361,central,1.9000000000000001,0.5,23050514194.208614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.9000000000000001,0.5,8380387651.626666
Universal (All Ages),0.95,0.0361,central,1.9000000000000001,0.5,3667236542.176532
All Adults (18+),0.95,0.0361,central,1.9000000000000001,0.5,24451340.213192
No Vaccination,0.95,0.0361,central,1.9000000000000001,0.5,23050514194.208614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,2,0.5,8819610750.228922
Universal (All Ages),0.8,0.0361,central,2,0.5,7114984280.9542675
All Adults (18+),0.8,0.0361,central,2,0.5,24894379.097050413
No Vaccination,0.8,0.0361,central,2,0.5,24259504044.348034
JCVI Spring 2025 (75+ only),0.9,0.0361,central,2,0.5,8819610750.228922
Universal (All Ages),0.9,0.0361,central,2,0.5,4971919310.530046
All Adults (18+),0.9,0.0361,central,2,0.5,24894379.097050413
No Vaccination,0.9,0.0361,central,2,0.5,24259504044.348034
JCVI Spring 2025 (75+ only),0.95,0.0361,central,2,0.5,8819610750.228922
Universal (All Ages),0.95,0.0361,central,2,0.5,3900386825.317938
All Adults (18+),0.95,0.0361,central,2,0.5,24894379.097050413
No Vaccination,0.95,0.0361,central,2,0.5,24259504044.348034
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.1,0.6,474371876.7860561
Universal (All Ages),0.8,0.0361,central,0.1,0.6,-378161807.72649705
All Adults (18+),0.8,0.0361,central,0.1,0.6,16476640.303740615
No Vaccination,0.8,0.0361,central,0.1,0.6,1288696891.6990352
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.1,0.6,474371876.7860561
Universal (All Ages),0.9,0.0361,central,0.1,0.6,-586519145.1546886
All Adults (18+),0.9,0.0361,central,0.1,0.6,16476640.303740615
No Vaccination,0.9,0.0361,central,0.1,0.6,1288696891.6990352
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.1,0.6,474371876.7860561
Universal (All Ages),0.95,0.0361,central,0.1,0.6,-690697813.8687842
All Adults (18+),0.95,0.0361,central,0.1,0.6,16476640.303740615
No Vaccination,0.95,0.0361,central,0.1,0.6,1288696891.6990352
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.2,0.6,913594975.3883121
Universal (All Ages),0.8,0.0361,central,0.2,0.6,9068407.046174645
All Adults (18+),0.8,0.0361,central,0.2,0.6,16919679.187599026
No Vaccination,0.8,0.0361,central,0.2,0.6,2497686741.8384566
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.2,0.6,913594975.3883121
Universal (All Ages),0.9,0.0361,central,0.2,0.6,-302008884.8028604
All Adults (18+),0.9,0.0361,central,0.2,0.6,16919679.187599026
No Vaccination,0.9,0.0361,central,0.2,0.6,2497686741.8384566
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.2,0.6,913594975.3883121
Universal (All Ages),0.95,0.0361,central,0.2,0.6,-457547530.72737783
All Adults (18+),0.95,0.0361,central,0.2,0.6,16919679.187599026
No Vaccination,0.95,0.0361,central,0.2,0.6,2497686741.8384566
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.30000000000000004,0.6,1352818073.9905684
Universal (All Ages),0.8,0.0361,central,0.30000000000000004,0.6,396298621.8188467
All Adults (18+),0.8,0.0361,central,0.30000000000000004,0.6,17362718.071457434
No Vaccination,0.8,0.0361,central,0.30000000000000004,0.6,3706676591.977878
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.30000000000000004,0.6,1352818073.9905684
Universal (All Ages),0.9,0.0361,central,0.30000000000000004,0.6,-17498624.45103216
All Adults (18+),0.9,0.0361,central,0.30000000000000004,0.6,17362718.071457434
No Vaccination,0.9,0.0361,central,0.30000000000000004,0.6,3706676591.977878
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.30000000000000004,0.6,1352818073.9905684
Universal (All Ages),0.95,0.0361,central,0.30000000000000004,0.6,-224397247.58597147
All Adults (18+),0.95,0.0361,central,0.30000000000000004,0.6,17362718.071457434
No Vaccination,0.95,0.0361,central,0.30000000000000004,0.6,3706676591.977878
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.4,0.6,1792041172.5928242
Universal (All Ages),0.8,0.0361,central,0.4,0.6,783528836.5915182
All Adults (18+),0.8,0.0361,central,0.4,0.6,17805756.955315847
No Vaccination,0.8,0.0361,central,0.4,0.6,4915666442.117298
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.4,0.6,1792041172.5928242
Universal (All Ages),0.9,0.0361,central,0.4,0.6,267011635.90079594
All Adults (18+),0.9,0.0361,central,0.4,0.6,17805756.955315847
No Vaccination,0.9,0.0361,central,0.4,0.6,4915666442.117298
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.4,0.6,1792041172.5928242
Universal (All Ages),0.95,0.0361,central,0.4,0.6,8753035.555434823
All Adults (18+),0.95,0.0361,central,0.4,0.6,17805756.955315847
No Vaccination,0.95,0.0361,central,0.4,0.6,4915666442.117298
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.5,0.6,2231264271.1950808
Universal (All Ages),0.8,0.0361,central,0.5,0.6,1170759051.36419
All Adults (18+),0.8,0.0361,central,0.5,0.6,18248795.839174256
No Vaccination,0.8,0.0361,central,0.5,0.6,6124656292.25672
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.5,0.6,2231264271.1950808
Universal (All Ages),0.9,0.0361,central,0.5,0.6,551521896.252624
All Adults (18+),0.9,0.0361,central,0.5,0.6,18248795.839174256
No Vaccination,0.9,0.0361,central,0.5,0.6,6124656292.25672
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.5,0.6,2231264271.1950808
Universal (All Ages),0.95,0.0361,central,0.5,0.6,241903318.69684124
All Adults (18+),0.95,0.0361,central,0.5,0.6,18248795.839174256
No Vaccination,0.95,0.0361,central,0.5,0.6,6124656292.25672
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.6,0.6,2670487369.7973366
Universal (All Ages),0.8,0.0361,central,0.6,0.6,1557989266.1368623
All Adults (18+),0.8,0.0361,central,0.6,0.6,18691834.72303267
No Vaccination,0.8,0.0361,central,0.6,0.6,7333646142.39614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.6,0.6,2670487369.7973366
Universal (All Ages),0.9,0.0361,central,0.6,0.6,836032156.6044521
All Adults (18+),0.9,0.0361,central,0.6,0.6,18691834.72303267
No Vaccination,0.9,0.0361,central,0.6,0.6,7333646142.39614
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.6,0.6,2670487369.7973366
Universal (All Ages),0.95,0.0361,central,0.6,0.6,475053601.83824754
All Adults (18+),0.95,0.0361,central,0.6,0.6,18691834.72303267
No Vaccination,0.95,0.0361,central,0.6,0.6,7333646142.39614
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.7000000000000001,0.6,3109710468.3995934
Universal (All Ages),0.8,0.0361,central,0.7000000000000001,0.6,1945219480.9095345
All Adults (18+),0.8,0.0361,central,0.7000000000000001,0.6,19134873.606891077
No Vaccination,0.8,0.0361,central,0.7000000000000001,0.6,8542635992.5355625
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.7000000000000001,0.6,3109710468.3995934
Universal (All Ages),0.9,0.0361,central,0.7000000000000001,0.6,1120542416.9562807
All Adults (18+),0.9,0.0361,central,0.7000000000000001,0.6,19134873.606891077
No Vaccination,0.9,0.0361,central,0.7000000000000001,0.6,8542635992.5355625
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.7000000000000001,0.6,3109710468.3995934
Universal (All Ages),0.95,0.0361,central,0.7000000000000001,0.6,708203884.9796541
All Adults (18+),0.95,0.0361,central,0.7000000000000001,0.6,19134873.606891077
No Vaccination,0.95,0.0361,central,0.7000000000000001,0.6,8542635992.5355625
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.8,0.6,3548933567.0018487
Universal (All Ages),0.8,0.0361,central,0.8,0.6,2332449695.6822057
All Adults (18+),0.8,0.0361,central,0.8,0.6,19577912.490749486
No Vaccination,0.8,0.0361,central,0.8,0.6,9751625842.674982
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.8,0.6,3548933567.0018487
Universal (All Ages),0.9,0.0361,central,0.8,0.6,1405052677.3081088
All Adults (18+),0.9,0.0361,central,0.8,0.6,19577912.490749486
No Vaccination,0.9,0.0361,central,0.8,0.6,9751625842.674982
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.8,0.6,3548933567.0018487
Universal (All Ages),0.95,0.0361,central,0.8,0.6,941354168.1210604
All Adults (18+),0.95,0.0361,central,0.8,0.6,19577912.490749486
No Vaccination,0.95,0.0361,central,0.8,0.6,9751625842.674982
JCVI Spring 2025 (75+ only),0.8,0.0361,central,0.9,0.6,3988156665.6041055
Universal (All Ages),0.8,0.0361,central,0.9,0.6,2719679910.454878
All Adults (18+),0.8,0.0361,central,0.9,0.6,20020951.3746079
No Vaccination,0.8,0.0361,central,0.9,0.6,10960615692.814404
JCVI Spring 2025 (75+ only),0.9,0.0361,central,0.9,0.6,3988156665.6041055
Universal (All Ages),0.9,0.0361,central,0.9,0.6,1689562937.659937
All Adults (18+),0.9,0.0361,central,0.9,0.6,20020951.3746079
No Vaccination,0.9,0.0361,central,0.9,0.6,10960615692.814404
JCVI Spring 2025 (75+ only),0.95,0.0361,central,0.9,0.6,3988156665.6041055
Universal (All Ages),0.95,0.0361,central,0.9,0.6,1174504451.262467
All Adults (18+),0.95,0.0361,central,0.9,0.6,20020951.3746079
No Vaccination,0.95,0.0361,central,0.9,0.6,10960615692.814404
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1,0.6,4427379764.206361
Universal (All Ages),0.8,0.0361,central,1,0.6,3106910125.2275496
All Adults (18+),0.8,0.0361,central,1,0.6,20463990.258466307
No Vaccination,0.8,0.0361,central,1,0.6,12169605542.953825
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1,0.6,4427379764.206361
Universal (All Ages),0.9,0.0361,central,1,0.6,1974073198.011765
All Adults (18+),0.9,0.0361,central,1,0.6,20463990.258466307
No Vaccination,0.9,0.0361,central,1,0.6,12169605542.953825
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1,0.6,4427379764.206361
Universal (All Ages),0.95,0.0361,central,1,0.6,1407654734.4038734
All Adults (18+),0.95,0.0361,central,1,0.6,20463990.258466307
No Vaccination,0.95,0.0361,central,1,0.6,12169605542.953825
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.1,0.6,4866602862.808617
Universal (All Ages),0.8,0.0361,central,1.1,0.6,3494140340.0002213
All Adults (18+),0.8,0.0361,central,1.1,0.6,20907029.142324716
No Vaccination,0.8,0.0361,central,1.1,0.6,13378595393.093246
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.1,0.6,4866602862.808617
Universal (All Ages),0.9,0.0361,central,1.1,0.6,2258583458.3635936
All Adults (18+),0.9,0.0361,central,1.1,0.6,20907029.142324716
No Vaccination,0.9,0.0361,central,1.1,0.6,13378595393.093246
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.1,0.6,4866602862.808617
Universal (All Ages),0.95,0.0361,central,1.1,0.6,1640805017.54528
All Adults (18+),0.95,0.0361,central,1.1,0.6,20907029.142324716
No Vaccination,0.95,0.0361,central,1.1,0.6,13378595393.093246
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.2000000000000002,0.6,5305825961.410873
Universal (All Ages),0.8,0.0361,central,1.2000000000000002,0.6,3881370554.772894
All Adults (18+),0.8,0.0361,central,1.2000000000000002,0.6,21350068.02618313
No Vaccination,0.8,0.0361,central,1.2000000000000002,0.6,14587585243.232668
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.2000000000000002,0.6,5305825961.410873
Universal (All Ages),0.9,0.0361,central,1.2000000000000002,0.6,2543093718.7154217
All Adults (18+),0.9,0.0361,central,1.2000000000000002,0.6,21350068.02618313
No Vaccination,0.9,0.0361,central,1.2000000000000002,0.6,14587585243.232668
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.2000000000000002,0.6,5305825961.410873
Universal (All Ages),0.95,0.0361,central,1.2000000000000002,0.6,1873955300.6866865
All Adults (18+),0.95,0.0361,central,1.2000000000000002,0.6,21350068.02618313
No Vaccination,0.95,0.0361,central,1.2000000000000002,0.6,14587585243.232668
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.3000000000000003,0.6,5745049060.01313
Universal (All Ages),0.8,0.0361,central,1.3000000000000003,0.6,4268600769.5455656
All Adults (18+),0.8,0.0361,central,1.3000000000000003,0.6,21793106.91004154
No Vaccination,0.8,0.0361,central,1.3000000000000003,0.6,15796575093.37209
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.3000000000000003,0.6,5745049060.01313
Universal (All Ages),0.9,0.0361,central,1.3000000000000003,0.6,2827603979.0672503
All Adults (18+),0.9,0.0361,central,1.3000000000000003,0.6,21793106.91004154
No Vaccination,0.9,0.0361,central,1.3000000000000003,0.6,15796575093.37209
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.3000000000000003,0.6,5745049060.01313
Universal (All Ages),0.95,0.0361,central,1.3000000000000003,0.6,2107105583.828093
All Adults (18+),0.95,0.0361,central,1.3000000000000003,0.6,21793106.91004154
No Vaccination,0.95,0.0361,central,1.3000000000000003,0.6,15796575093.37209
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.4000000000000001,0.6,6184272158.615386
Universal (All Ages),0.8,0.0361,central,1.4000000000000001,0.6,4655830984.318237
All Adults (18+),0.8,0.0361,central,1.4000000000000001,0.6,22236145.79389995
No Vaccination,0.8,0.0361,central,1.4000000000000001,0.6,17005564943.51151
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.4000000000000001,0.6,6184272158.615386
Universal (All Ages),0.9,0.0361,central,1.4000000000000001,0.6,3112114239.4190784
All Adults (18+),0.9,0.0361,central,1.4000000000000001,0.6,22236145.79389995
No Vaccination,0.9,0.0361,central,1.4000000000000001,0.6,17005564943.51151
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.4000000000000001,0.6,6184272158.615386
Universal (All Ages),0.95,0.0361,central,1.4000000000000001,0.6,2340255866.969499
All Adults (18+),0.95,0.0361,central,1.4000000000000001,0.6,22236145.79389995
No Vaccination,0.95,0.0361,central,1.4000000000000001,0.6,17005564943.51151
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.5000000000000002,0.6,6623495257.217642
Universal (All Ages),0.8,0.0361,central,1.5000000000000002,0.6,5043061199.090909
All Adults (18+),0.8,0.0361,central,1.5000000000000002,0.6,22679184.67775836
No Vaccination,0.8,0.0361,central,1.5000000000000002,0.6,18214554793.65093
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.5000000000000002,0.6,6623495257.217642
Universal (All Ages),0.9,0.0361,central,1.5000000000000002,0.6,3396624499.7709064
All Adults (18+),0.9,0.0361,central,1.5000000000000002,0.6,22679184.67775836
No Vaccination,0.9,0.0361,central,1.5000000000000002,0.6,18214554793.65093
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.5000000000000002,0.6,6623495257.217642
Universal (All Ages),0.95,0.0361,central,1.5000000000000002,0.6,2573406150.1109056
All Adults (18+),0.95,0.0361,central,1.5000000000000002,0.6,22679184.67775836
No Vaccination,0.95,0.0361,central,1.5000000000000002,0.6,18214554793.65093
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.6,0.6,7062718355.819897
Universal (All Ages),0.8,0.0361,central,1.6,0.6,5430291413.86358
All Adults (18+),0.8,0.0361,central,1.6,0.6,23122223.56161677
No Vaccination,0.8,0.0361,central,1.6,0.6,19423544643.790348
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.6,0.6,7062718355.819897
Universal (All Ages),0.9,0.0361,central,1.6,0.6,3681134760.122734
All Adults (18+),0.9,0.0361,central,1.6,0.6,23122223.56161677
No Vaccination,0.9,0.0361,central,1.6,0.6,19423544643.790348
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.6,0.6,7062718355.819897
Universal (All Ages),0.95,0.0361,central,1.6,0.6,2806556433.2523117
All Adults (18+),0.95,0.0361,central,1.6,0.6,23122223.56161677
No Vaccination,0.95,0.0361,central,1.6,0.6,19423544643.790348
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.7000000000000002,0.6,7501941454.422153
Universal (All Ages),0.8,0.0361,central,1.7000000000000002,0.6,5817521628.636252
All Adults (18+),0.8,0.0361,central,1.7000000000000002,0.6,23565262.44547518
No Vaccination,0.8,0.0361,central,1.7000000000000002,0.6,20632534493.92977
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.7000000000000002,0.6,7501941454.422153
Universal (All Ages),0.9,0.0361,central,1.7000000000000002,0.6,3965645020.4745626
All Adults (18+),0.9,0.0361,central,1.7000000000000002,0.6,23565262.44547518
No Vaccination,0.9,0.0361,central,1.7000000000000002,0.6,20632534493.92977
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.7000000000000002,0.6,7501941454.422153
Universal (All Ages),0.95,0.0361,central,1.7000000000000002,0.6,3039706716.3937182
All Adults (18+),0.95,0.0361,central,1.7000000000000002,0.6,23565262.44547518
No Vaccination,0.95,0.0361,central,1.7000000000000002,0.6,20632534493.92977
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.8000000000000003,0.6,7941164553.02441
Universal (All Ages),0.8,0.0361,central,1.8000000000000003,0.6,6204751843.408924
All Adults (18+),0.8,0.0361,central,1.8000000000000003,0.6,24008301.32933359
No Vaccination,0.8,0.0361,central,1.8000000000000003,0.6,21841524344.06919
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.8000000000000003,0.6,7941164553.02441
Universal (All Ages),0.9,0.0361,central,1.8000000000000003,0.6,4250155280.8263903
All Adults (18+),0.9,0.0361,central,1.8000000000000003,0.6,24008301.32933359
No Vaccination,0.9,0.0361,central,1.8000000000000003,0.6,21841524344.06919
JCVI Spring 2025 (75+ only),0.95,0.0361,central,1.8000000000000003,0.6,7941164553.02441
Universal (All Ages),0.95,0.0361,central,1.8000000000000003,0.6,3272856999.535125
All Adults (18+),0.95,0.0361,central,1.8000000000000003,0.6,24008301.32933359
No Vaccination,0.95,0.0361,central,1.8000000000000003,0.6,21841524344.06919
JCVI Spring 2025 (75+ only),0.8,0.0361,central,1.9000000000000001,0.6,8380387651.626666
Universal (All Ages),0.8,0.0361,central,1.9000000000000001,0.6,6591982058.181597
All Adults (18+),0.8,0.0361,central,1.9000000000000001,0.6,24451340.213192
No Vaccination,0.8,0.0361,central,1.9000000000000001,0.6,23050514194.208614
JCVI Spring 2025 (75+ only),0.9,0.0361,central,1.9000000000000001,0.6,8380387651.626666
Universal (All Ages),0.9,0.0361,central,1.9000000000000001,0.6,4534665541.178219
All Adults (18+),0.9,0.0361,central,1.9000000000000001,0.6,24451340.213192
